CUSTOMER_ID,DATE,QUANTITY,AMOUNT
1650996464433-9154609210792673611,2022-04-30,1,5.99
1651010975098-1231047429854841467,2022-04-26,1,5.99
1651011833859-9053548051239831601,2022-04-26,1,5.99
1651023867893-5080992238530410926,2022-05-03,1,5.99
1651039006116-5086411305016501818,2022-04-29,1,5.99
1651078853547-469280672590463736,2022-04-27,1,5.99
1651079585279-419083969466276357,2022-04-28,1,5.99
1651094892386-8995155899551554617,2022-04-27,1,5.99
1651097920104-242529406048013776,2022-04-27,1,5.99
1651102986768-9084963352567705688,2022-04-27,1,5.99
1651104167580-6338992587882506713,2022-04-28,1,5.99
1651104285913-9040456449634109722,2022-04-28,1,5.99
1651131550836-5249423025549974581,2022-04-29,1,5.99
1651171208700-196652323860510009,2022-04-28,1,5.99
1651175029998-8245335934356151282,2022-04-29,1,5.99
1651184257459-3932572711503721610,2022-04-28,1,5.99
1651188564864-121680051527211716,2022-04-28,1,5.99
1651193287357-9206261280230337867,2022-05-07,1,5.99
1651202712654-5325530917362549352,2022-04-29,1,5.99
1651223344459-6874859484038887883,2022-05-17,1,5.99
1651241128852-2375459093512395634,2022-04-29,1,5.99
1651251294363-1410535083079446138,2022-05-04,1,5.99
1651264494483-3929699855281634870,2022-04-29,1,5.99
1651271425161-6906565012371975814,2022-04-30,1,5.99
1651272533186-6412836668269217600,2022-05-08,1,5.99
1651285345501-253514971248939446,2022-04-30,1,5.99
1651296890858-3104866481772326525,2022-04-30,1,5.99
1651341775297-7010605598435875516,2022-04-30,1,5.99
1651346984819-3704008819543797327,2022-04-30,1,5.99
1651359470571-2816145383236911066,2022-05-02,1,5.99
1651374021273-7433678198859495065,2022-05-01,1,5.99
1651401409885-3074898639553477068,2022-05-01,1,5.99
1651424235782-7239945352480618045,2022-05-01,1,5.99
1651430341414-4150997795254855142,2022-05-04,1,5.99
1651437336927-2310334632698178926,2022-05-02,1,5.99
1651467350270-7030019792909985086,2022-05-02,1,5.99
1651485692535-7610702747140607767,2022-05-02,1,5.99
1651487094069-5728237312060313906,2022-05-02,1,5.99
1651543529248-5904392742888781749,2022-05-03,1,5.99
1651546252705-9142476825174152231,2022-05-03,1,5.99
1651548168775-7632209621029855022,2022-05-03,1,5.99
1651551991608-2263906128033913129,2022-05-03,1,5.99
1651555874432-2266978407294603677,2022-05-03,1,5.99
1651557461544-3733028271486969454,2022-07-02,1,5.99
1651561165337-3823503785932257312,2022-05-03,1,5.99
1651561221365-9143045400021679445,2022-05-06,1,5.99
1651615743176-4393906864469426780,2022-05-04,1,5.99
1651622791573-2764453943644216037,2022-05-04,1,5.99
1651628236048-416071638685445279,2022-05-04,1,5.99
1651643465667-6278242701062147288,2022-05-04,1,5.99
1651652093230-1539059862103528263,2022-05-04,1,5.99
1651689000745-5776067635553885976,2022-05-04,1,5.99
1651695088768-8376791607451115592,2022-05-05,1,5.99
1651695589553-1077973968588660128,2022-05-04,1,5.99
1651710122781-7919686189797884415,2022-05-06,1,5.99
1651712704303-1812570623198328957,2022-05-05,1,5.99
1651715692751-271182765537456450,2022-05-05,1,5.99
1651718444426-5465789772640629226,2022-05-07,1,5.99
1651776522989-8745109905496093042,2022-05-05,1,5.99
1651786902352-2991224360529415174,2022-05-05,1,5.99
1651793830081-8376276845659998224,2022-05-05,1,5.99
1651813869203-836561158461885230,2022-05-14,1,5.99
1651857810375-6842677217925085662,2022-05-06,1,5.99
1651865993213-4254533263115866424,2022-05-06,1,5.99
1651889834046-1581240874335351618,2022-05-07,1,5.99
1651891552423-3206665851216463545,2022-05-07,1,5.99
1651894439269-1582380928766043491,2022-05-07,1,5.99
1651895135907-8808787930773615766,2022-07-17,1,5.99
1651896240442-5738805476244476628,2022-05-07,1,5.99
1651897545191-6021785383502971167,2022-05-07,1,5.99
1651928484542-623092371349821356,2022-05-07,1,5.99
1651946277907-2743718334760126518,2022-05-08,1,5.99
1651953147306-7329860666109549743,2022-05-07,1,5.99
1651960544608-939505390097567562,2022-05-07,1,5.99
1651974125655-1081956131080843096,2022-05-08,1,5.99
1651978100082-3219676920822832318,2022-05-08,1,5.99
1651981594143-788725910449212649,2022-05-08,1,5.99
1651985246778-4243205366717735461,2022-05-08,1,5.99
1652046008440-2861998006386730481,2022-05-08,1,5.99
1652061754220-5616967975817198544,2022-05-09,1,5.99
1652062875070-2540271400541149192,2022-05-12,1,5.99
1652063565541-8488224676884376973,2022-05-09,1,5.99
1652065233440-2349115013158518927,2022-05-09,1,5.99
1652071381641-4657400015022304959,2022-05-09,1,5.99
1652089156253-2787665370354003197,2022-05-09,1,5.99
1652099473081-6088189009255198150,2022-05-09,1,5.99
1652125070439-6260051448173749253,2022-05-09,1,5.99
1652152989105-1703482478858344166,2022-05-10,1,5.99
1652162076710-3462181804674563333,2022-05-10,1,5.99
1652192300832-2469033638255175926,2022-05-10,1,5.99
1652212813128-7806309484428093155,2022-07-08,1,5.99
1652227133695-1228417281974961258,2022-05-10,1,5.99
1652237685551-631166330457789756,2022-05-11,1,5.99
1652240919928-4961373583196098834,2022-05-11,1,5.99
1652329325044-932585367349144661,2022-05-12,1,5.99
1652376184402-1033858639040202752,2022-05-12,1,5.99
1652382574593-8747927267391740276,2022-05-29,1,5.99
1652400976617-5656930295269103,2022-05-13,1,5.99
1652540473398-4541301163040647377,2022-05-14,1,5.99
1652557521425-4092449733364025256,2022-05-14,1,5.99
1652576093861-6734367990387127846,2022-05-15,1,5.99
1652626316920-5317091300294005057,2022-05-15,1,5.99
1652628044567-6047053901604937963,2022-05-15,1,5.99
1652628885932-862754125778328073,2022-05-15,1,5.99
1652640446251-296303483448205160,2022-05-15,1,5.99
1652660760130-340491390445748535,2022-05-16,1,5.99
1652708496053-6400452184009747532,2022-05-16,1,5.99
1652730975047-8645612263281736173,2022-05-16,1,5.99
1652739231607-5865107598172844195,2022-05-16,1,5.99
1652805501886-8454452482113026731,2022-05-17,1,5.99
1652828890451-6742020510899439435,2022-05-17,1,5.99
1652830226265-6560473477448264957,2022-05-21,1,5.99
1652842638174-1354744384854315985,2022-05-29,1,5.99
1652910189244-6767186846950318469,2022-05-18,1,5.99
1652922475381-6301403674980499846,2022-05-19,1,5.99
1652926800842-5157273741299742682,2022-06-17,1,5.99
1652975256572-6557470614897916001,2022-05-19,1,5.99
1652977704435-8358204929928112915,2022-05-19,1,5.99
1652981407207-9006368397318281730,2022-05-25,1,5.99
1652994710631-2570793505365560446,2022-05-19,1,5.99
1653008898514-6034401295783088850,2022-05-20,1,5.99
1653014695623-6037983704849205994,2022-05-20,1,5.99
1653095823321-8896008005122743416,2022-05-21,1,5.99
1653099635936-8934898498664908601,2022-05-21,1,5.99
1653112070015-6774938728773122543,2022-05-21,1,5.99
1653207812882-7937061914923993748,2022-05-22,1,5.99
1653216828565-6859037086134118557,2022-05-22,1,5.99
1653226215686-288768158501304354,2022-05-22,1,5.99
1653262382538-1591606686341610645,2022-05-22,1,5.99
1653271963777-7163397572077764559,2022-05-23,1,5.99
1653273963247-6135861058840260379,2022-05-23,1,5.99
1653316525223-8519039459448915596,2022-05-23,1,5.99
1653337049598-8497925332217681714,2022-05-23,1,5.99
1653350594081-2233180140631375402,2022-05-24,1,5.99
1653353979939-4521667674575173696,2022-05-24,1,5.99
1653354200754-3633696657395082887,2022-05-24,1,5.99
1653376084585-1305605086264846355,2022-05-24,1,5.99
1653401060172-3807914738860419070,2022-05-24,1,5.99
1653454258174-6494088110028591825,2022-06-01,1,5.99
1653466697729-2238505038088001030,2022-05-27,1,5.99
1653495932816-5802744915783871678,2022-05-25,1,5.99
1653497033690-8973873713433293176,2022-05-26,1,5.99
1653499786344-4539586869531002571,2022-05-25,1,5.99
1653503619829-7696061281719075110,2022-05-26,1,5.99
1653517765831-8124458206723681814,2022-05-26,1,5.99
1653518042143-1820667189710223744,2022-05-25,1,5.99
1653524295452-4601655693544087574,2022-06-04,1,5.99
1653528250427-2633904533144483880,2022-05-26,1,5.99
1653528522983-7726032531492939741,2022-05-26,1,5.99
1653533436138-8943733899087148748,2022-05-26,1,5.99
1653540582129-6969088045073588273,2022-05-26,1,5.99
1653545755626-6655894602746904857,2022-05-29,1,5.99
1653546852684-4204706479791972410,2022-05-28,1,5.99
1653602716890-6454517971020275994,2022-05-26,1,5.99
1653603168014-6978778963270738867,2022-05-26,1,5.99
1653613469281-3699135326643911371,2022-05-27,1,5.99
1653619211573-4451407067135988375,2022-06-08,1,5.99
1653623481886-402108233362283117,2022-05-27,1,5.99
1653631290578-9140237859164682569,2022-05-27,1,5.99
1653638757252-9212928702864985014,2022-06-02,1,5.99
1653663668961-7470184194924436090,2022-07-28,1,5.99
1653671559525-8592708553863970064,2022-05-27,1,5.99
1653680150553-5719939427344359830,2022-07-12,1,5.99
1653704721431-4676064935605307947,2022-07-10,1,5.99
1653705648792-8169414512867272421,2022-05-28,1,5.99
1653720815114-2454127059056694533,2022-05-28,1,5.99
1653725197451-3297744250309018515,2022-06-04,1,5.99
1653731323464-7035662094414479305,2022-05-28,1,5.99
1653747200252-858018248595701477,2022-05-28,1,5.99
1653759745564-5933656699712527750,2022-05-31,1,5.99
1653773329912-8308370030582373839,2022-05-28,1,5.99
1653773410359-6721810742357695212,2022-05-29,1,5.99
1653782420235-1274034174770145917,2022-05-30,1,5.99
1653788060686-5005454311123158987,2022-05-29,1,5.99
1653790755339-3475934404955598525,2022-05-29,1,5.99
1653791024485-8722844227144655774,2022-05-29,1,5.99
1653803286517-5889140750453064780,2022-05-29,1,5.99
1653837305116-5789766693821780825,2022-06-12,1,5.99
1653846510455-6529283512993637267,2022-05-30,1,5.99
1653848617311-5921955548756798455,2022-05-29,1,5.99
1653856646113-944128398332777446,2022-05-30,1,5.99
1653869990258-8365411680322418065,2022-05-30,1,5.99
1653871919555-3673577606054402488,2022-05-30,1,5.99
1653875744262-5452527950936883532,2022-05-30,1,5.99
1653877683555-8619609959020241671,2022-05-30,1,5.99
1653909865953-7547418399129907234,2022-06-03,1,5.99
1653927595069-649996435122683216,2022-05-30,1,5.99
1653929773033-4588297379488630222,2022-05-30,1,5.99
1653931175511-5892812677778960827,2022-05-31,1,5.99
1653931872083-4678031892256021605,2022-05-30,1,5.99
1653934639571-6188938260512636683,2022-05-30,1,5.99
1653939520239-8439041081216226151,2022-05-30,1,5.99
1653939952377-4630491565871911227,2022-05-30,1,5.99
1653940845474-3301879940369232133,2022-05-30,1,5.99
1653945246239-1084131192003640718,2022-05-30,1,5.99
1653945971705-4618642874083781454,2022-05-30,1,5.99
1653951399740-1600561078811100255,2022-05-31,1,5.99
1653961342423-4077545666480094821,2022-05-31,1,5.99
1653961887034-2908307936020714559,2022-05-31,1,5.99
1653966349795-1218825162365505173,2022-05-31,1,5.99
1654007490598-2854836153173402444,2022-05-31,1,5.99
1654013147378-5681544285714954795,2022-05-31,1,5.99
1654013153714-1764659934344987632,2022-05-31,1,5.99
1654019666881-2206446235067158644,2022-05-31,1,5.99
1654021076196-5522741141291309884,2022-05-31,1,5.99
1654046115769-1377031923829431282,2022-06-01,1,5.99
1654051381762-8288897171177586864,2022-06-01,1,5.99
1654056311194-6612116936247327474,2022-06-01,1,5.99
1654063192285-1931204110949723867,2022-06-01,1,5.99
1654065678809-6879457735277094981,2022-06-01,1,5.99
1654076488563-5423658346973067877,2022-06-01,1,5.99
1654087609995-362825573624984143,2022-06-02,1,5.99
1654094729257-8912398165680091073,2022-06-01,1,5.99
1654106862085-3657831732563458074,2022-06-06,1,5.99
1654110467509-4123845114569693970,2022-06-01,1,5.99
1654136732606-8143784173833634369,2022-06-02,1,5.99
1654151457645-5153452520618785956,2022-06-02,1,5.99
1654186655091-1041924924361071806,2022-06-03,1,5.99
1654209147637-6650340574392117828,2022-06-02,1,5.99
1654213040983-4531845302760085650,2022-06-03,1,5.99
1654220765617-2917744038896752303,2022-06-03,1,5.99
1654228257729-72250603949388373,2022-06-03,1,5.99
1654230779831-5046084729530694,2022-06-03,1,5.99
1654242064809-6525179158059899539,2022-06-03,1,5.99
1654244466471-4633592661283753761,2022-06-06,1,5.99
1654261883760-2739210733108471451,2022-06-03,1,5.99
1654273426853-4969043253739378480,2022-06-16,1,5.99
1654282678383-6206131158926798097,2022-06-03,1,5.99
1654282909980-3517893239929603885,2022-06-03,1,5.99
1654292781827-1980992663401392586,2022-06-03,1,5.99
1654293297779-1085664709174210750,2022-06-06,1,5.99
1654312422648-1042921520579006606,2022-06-04,1,5.99
1654318950992-5037432210790938507,2022-06-04,1,5.99
1654320813284-4026978603125262084,2022-06-06,1,5.99
1654329202276-6101623272806745975,2022-06-04,1,5.99
1654330810468-5561542924646807495,2022-06-05,1,5.99
1654333656005-1262474087905183141,2022-06-05,1,5.99
1654344689631-8926699521399305246,2022-06-04,1,5.99
1654360405140-3114719442479480570,2022-06-04,1,5.99
1654366166442-6097612774451899580,2022-06-04,1,5.99
1654384727659-5692360946202637949,2022-06-04,1,5.99
1654421160133-3279400164587243882,2022-06-05,1,5.99
1654432409335-6627633604412023451,2022-06-06,1,5.99
1654436649386-5524486483113881025,2022-06-09,1,5.99
1654443678078-6051196828514840125,2022-06-05,1,5.99
1654451001846-6246608394617177937,2022-06-05,1,5.99
1654453089741-5392415536679366042,2022-06-05,1,5.99
1654455915014-9171994001939139505,2022-06-07,1,5.99
1654459540432-1617994143418972006,2022-06-05,1,5.99
1654468230299-178195957735585780,2022-06-05,1,5.99
1654472312443-4205989909190031959,2022-06-08,1,5.99
1654472605081-2775441178048145659,2022-06-06,1,5.99
1654482427489-5709911907417748956,2022-06-06,1,5.99
1654486778253-3951375530429597367,2022-06-06,1,5.99
1654489503490-5588635416853438659,2022-06-06,1,5.99
1654491280787-8555693222977937689,2022-06-06,1,5.99
1654493392891-5227192209544086252,2022-06-08,1,5.99
1654495768379-5929866031699872875,2022-06-06,1,5.99
1654521969992-6666779030565978867,2022-06-07,1,5.99
1654527161280-7205611887630253341,2022-06-06,1,5.99
1654529580844-7608952911258932197,2022-06-06,1,5.99
1654541032794-7782718549060380572,2022-06-19,1,5.99
1654555259245-6130043522519729491,2022-06-06,1,5.99
1654557913611-8758321195804468964,2022-06-08,1,5.99
1654560128725-214948917272900013,2022-06-07,1,5.99
1654561971687-1656014656806914604,2022-06-17,1,5.99
1654568961406-3381393954946176168,2022-06-07,1,5.99
1654569505086-7776907998977198060,2022-06-07,1,5.99
1654583112978-1114233923221465507,2022-06-07,1,5.99
1654583123977-5146782849990086685,2022-06-07,1,5.99
1654630980442-4052281669319195686,2022-06-07,1,5.99
1654631962752-6922535458702994695,2022-06-07,1,5.99
1654651493094-7234876132562805923,2022-06-11,1,5.99
1654665914343-226879042510921551,2022-06-08,1,5.99
1654680704655-6622410753277283577,2022-06-08,1,5.99
1654744503986-2400982893999184200,2022-06-09,1,5.99
1654752984153-2440075870025278110,2022-06-09,1,5.99
1654762570486-3425158283593343452,2022-06-21,1,5.99
1654822509629-5110246625189407511,2022-06-10,1,5.99
1654825634977-751485147220828401,2022-06-10,1,5.99
1654833674703-5643433714492351155,2022-06-10,1,5.99
1654841241913-4546143289696073475,2022-06-21,1,5.99
1654859734085-4780960332876896006,2022-06-10,1,5.99
1654878888669-1753387028201131616,2022-06-10,1,5.99
1654879938193-1789628000704274543,2022-06-10,1,5.99
1654901964470-4129784743736078789,2022-06-10,1,5.99
1654922627576-2880721130772948002,2022-06-11,1,5.99
1654923349508-1287093311493405668,2022-06-11,1,5.99
1654934777002-7217910581210376179,2022-06-11,1,5.99
1654957971311-5373129405313671481,2022-06-11,1,5.99
1654990880644-4503296818389552442,2022-06-27,1,5.99
1654998971502-2976292807736449289,2022-06-12,1,5.99
1655007660896-4990537184622586741,2022-06-12,1,5.99
1655025543448-6010320990193185776,2022-06-12,1,5.99
1655038452886-5665768788509061218,2022-06-13,1,5.99
1655039457714-7314438186851849158,2022-06-12,1,5.99
1655041576644-745538494959793414,2022-06-12,1,5.99
1655057368373-5804899840746896454,2022-06-12,1,5.99
1655072924582-3051120093154534020,2022-06-12,1,5.99
1655173550339-1657649918228400754,2022-06-14,1,5.99
1655194359426-6759964179040934723,2022-06-14,1,5.99
1655199792815-2967419056943282768,2022-06-14,1,5.99
1655239832555-4197833163936897352,2022-07-01,1,5.99
1655241911541-6566374712683143163,2022-07-12,1,5.99
1655250143951-4578809254946423743,2022-06-14,1,5.99
1655269250352-4654978067743231466,2022-06-15,1,5.99
1655326012908-1183711070256894404,2022-06-16,1,5.99
1655361957238-2333068610021663091,2022-06-16,1,5.99
1655363376069-2644747728183754490,2022-06-16,1,5.99
1655396875395-7187839101435248412,2022-06-16,1,5.99
1655449121539-6393249044625473148,2022-06-17,1,5.99
1655504987419-2679504466729016069,2022-06-17,1,5.99
1655514506629-3433643750640348341,2022-06-18,1,5.99
1655525131611-3493354546604948800,2022-06-18,1,5.99
1655596767966-6648706568905222123,2022-06-19,1,5.99
1655606228717-6980397827362195105,2022-06-22,1,5.99
1655683878264-3658367208853615667,2022-06-20,1,5.99
1655768268217-7881139753121171764,2022-06-22,1,5.99
1655854872018-8197990312060481220,2022-06-21,1,5.99
1655913505435-5778186325622958606,2022-06-22,1,5.99
1655938212055-2482584237800066451,2022-06-22,1,5.99
1655938882051-8972549400167652161,2022-06-23,1,5.99
1655942858613-9086534136566562237,2022-06-27,1,5.99
1655953489290-1851964920525014719,2022-06-23,1,5.99
1655963917356-2009544851731044908,2022-06-23,1,5.99
1655992453816-5542027108010517651,2022-06-23,1,5.99
1656122871710-560681288240941575,2022-06-25,1,5.99
1656164850803-4495880737031856514,2022-06-30,1,5.99
1656174980500-1106556510379690991,2022-06-25,1,5.99
1656182072085-3689129101842064541,2022-07-03,1,5.99
1656196845116-2210463726836182564,2022-06-25,1,5.99
1656197311940-1041827419112106552,2022-06-27,1,5.99
1656253164530-1573875912369653286,2022-06-26,1,5.99
1656264510425-7470557491661798706,2022-06-26,1,5.99
1656374636099-8142044703420431219,2022-06-28,1,5.99
1656405746847-290521448641709210,2022-07-02,1,5.99
1656448023799-8343609104291125818,2022-06-28,1,5.99
1656454488184-5781339498184077057,2022-06-30,1,5.99
1656468637928-7360651298638609780,2022-06-29,1,5.99
1656470582002-3029480752961085794,2022-06-29,1,5.99
1656482007734-8279467367618868674,2022-07-05,1,5.99
1656524176484-4624608481564304792,2022-06-29,1,5.99
1656542505044-2243345475671771304,2022-06-29,1,5.99
1656545130463-5367445934783533021,2022-06-29,1,5.99
1656549801867-3477444315413073031,2022-06-30,1,5.99
1656554431631-506877627147242912,2022-06-30,1,5.99
1656557131476-289777728581709996,2022-06-30,1,5.99
1656563555896-1685083754124977333,2022-06-30,1,5.99
1656593454345-3064921776535294011,2022-06-30,1,5.99
1656723214678-8639892524302348514,2022-07-02,1,5.99
1656723778620-3093452735551369440,2022-07-02,1,5.99
1656819739134-8964032418365365969,2022-07-03,1,5.99
1656820558379-4727903276379901246,2022-07-03,1,5.99
1656829475544-2110268869623981566,2022-07-03,1,5.99
1656842496619-5697537808015411500,2022-07-03,1,5.99
1656851021957-191498010954155919,2022-07-04,1,5.99
1656887194549-9173541211854002730,2022-07-05,1,5.99
1656896648941-3328980698420790808,2022-07-04,1,5.99
1656923418428-1460524127787424284,2022-07-04,1,5.99
1656981114717-1077579737396007598,2022-07-05,1,5.99
1657007106932-3419270516142243892,2022-07-05,1,5.99
1657056911260-8556181884673488315,2022-07-05,1,5.99
1657078055302-4648919266938751381,2022-07-06,1,5.99
1657172771326-3620410493457017289,2022-07-12,1,5.99
1657243670451-2688797298081255397,2022-07-08,1,5.99
1657285081987-7133843713074563095,2022-07-08,1,5.99
1657381743138-857371602206268362,2022-07-09,1,5.99
1657543589914-5008198266151626487,2022-07-11,1,5.99
1657655512044-7571160397795734382,2022-07-13,1,5.99
1657664594109-8355681724282206022,2022-07-13,1,5.99
1657673317299-8611266147201231644,2022-07-13,1,5.99
1657728614463-2689702486556306128,2022-07-13,1,5.99
1657737323791-1035045555458790571,2022-07-13,1,5.99
1657775632953-6070088924881424790,2022-07-14,1,5.99
1657826157080-1032332564489479092,2022-07-14,1,5.99
1657861933287-6496695334839003140,2022-07-15,1,5.99
1657864069414-5287260249252820201,2022-07-15,1,5.99
1657865444600-6197180114626140000,2022-07-15,1,5.99
1657926037513-3689918725930343596,2022-07-15,1,5.99
1657998134323-8311496323059873258,2022-07-16,1,5.99
1658007285156-4547974944603579096,2022-07-16,1,5.99
1658018436063-3026485380603424424,2022-07-17,1,5.99
1658024934659-6080215707466389064,2022-07-19,1,5.99
1658173880147-281562920051298566,2022-07-22,1,5.99
1658242710845-8437795835762798819,2022-07-19,1,5.99
1658279525077-2217607662102605000,2022-07-21,1,5.99
1658286703909-4853781071678003070,2022-07-26,1,5.99
1658299409998-292128663543765145,2022-07-20,1,5.99
1658363921007-8061416002528159724,2022-07-21,1,5.99
1658518931824-6887729589022774490,2022-07-22,1,5.99
1658605023066-4249431456025809001,2022-07-23,1,5.99
1658627707486-9050251044763809796,2022-07-25,1,5.99
1658786122082-273360935025036042,2022-07-25,1,5.99
1658798722678-9222927000403747247,2022-07-26,1,5.99
1658933970526-5949060100623191694,2022-07-27,1,5.99
1658980740403-2001565775166761786,2022-07-28,1,5.99
1658993830587-5320500360587181100,2022-07-28,1,5.99
