CUSTOMER_ID,DATE,QUANTITY,AMOUNT
1648328846484-9194225273943488013,2022-03-26,1,5.99
1648370674473-545815008894930966,2022-03-27,1,5.99
1648403527800-3919942821067860152,2022-03-28,1,5.99
1648403629920-6217504289763077822,2022-03-27,1,5.99
1648415773317-1182880050162166112,2022-03-31,1,5.99
1648446937504-8252600184973577851,2022-04-10,1,5.99
1648514072730-3905380409335812769,2022-04-01,1,5.99
1648537252732-2415813765734441960,2022-04-25,1,5.99
1648578248812-7464820002547836520,2022-03-29,1,5.99
1648596015214-7885164698291468982,2022-03-29,1,5.99
1648596085658-2259654067761541467,2022-03-29,1,5.99
1648603489452-2091714419862866963,2022-03-30,1,5.99
1648604429098-1568057338047300610,2022-03-30,1,5.99
1648615013527-7344678937060938401,2022-03-30,1,5.99
1648630867657-5011053905688901414,2022-05-01,1,5.99
1648683574143-7292354515069745658,2022-04-03,1,5.99
1648726805286-8072175309941844141,2022-03-31,1,5.99
1648760310451-4211418571634660819,2022-04-03,1,5.99
1648775158288-5333948641718441959,2022-04-01,1,5.99
1648811051453-5555526886562452376,2022-04-01,1,5.99
1648812246247-7089478704093362661,2022-04-04,1,5.99
1648834392251-3256252916953050475,2022-04-01,1,5.99
1648877943774-6903074062337995847,2022-04-02,1,5.99
1648887644045-5356765980880559522,2022-04-02,1,5.99
1648891903029-8990239688733679291,2022-04-02,1,5.99
1648895431695-9194468584351155041,2022-04-03,1,5.99
1648967851979-2617908475241810354,2022-04-03,1,5.99
1648993058970-179860310590924540,2022-04-03,1,5.99
1648993322831-1868326894959728212,2022-04-03,1,5.99
1649132390104-1756553521126964699,2022-04-05,1,5.99
1649178025163-4153564282190178005,2022-04-05,1,5.99
1649181746422-1893289001041071843,2022-05-26,1,5.99
1649201533495-1402925707976383355,2022-04-05,1,5.99
1649231941119-5685662695140149030,2022-04-06,1,5.99
1649268748040-7175946113424048627,2022-04-06,1,5.99
1649346257286-3432716324501109551,2022-04-08,1,5.99
1649370949681-9084273067236505764,2022-04-07,1,5.99
1649392162267-7622492210256883130,2022-04-09,1,5.99
1649466297583-246150024552576397,2022-04-09,1,5.99
1649534835814-2793608337932475795,2022-04-10,1,5.99
1649562700534-8758516240680710142,2022-04-10,1,5.99
1649574002765-5575465688535139740,2022-04-10,1,5.99
1649622041002-1341839013615058528,2022-04-10,1,5.99
1649626169232-5689412884216037643,2022-04-10,1,5.99
1649688800358-1938770462212743491,2022-04-11,1,5.99
1649700197426-3202981803523784339,2022-04-12,1,5.99
1649703371789-3623945975848638294,2022-04-13,1,5.99
1649766837143-2694324657379434992,2022-04-15,1,5.99
1649789087492-8603078098179983519,2022-04-13,1,5.99
1649802113534-6960603804498618384,2022-04-15,1,5.99
1649807554119-1422685819449093977,2022-04-14,1,5.99
1649815690620-243484669314719575,2022-04-13,1,5.99
1649883502651-846204880516424660,2022-04-13,1,5.99
1649891145091-1884836590575332745,2022-04-15,1,5.99
1649911004248-1763700836134261780,2022-04-14,1,5.99
1649916809905-3940240346929962785,2022-04-15,1,5.99
1649973560906-598717565570912793,2022-04-14,1,5.99
1649990127743-3757225304408197341,2022-04-30,1,5.99
1650042923045-8982318555612646142,2022-07-03,1,5.99
1650063217244-7715803450700265165,2022-04-15,1,5.99
1650079561487-7482219920797879888,2022-05-20,1,5.99
1650080937712-1798645981237503398,2022-04-21,1,5.99
1650169790920-3992896750890336288,2022-04-26,1,5.99
1650207839078-829008417511437865,2022-04-17,1,5.99
1650328351985-1418188475525895610,2022-04-19,1,5.99
1650335472439-3378825535216903404,2022-04-19,1,5.99
1650361447305-8104030954907536494,2022-04-19,1,5.99
1650414276033-5673062284830692996,2022-04-20,1,5.99
1650417180067-5171369685865423526,2022-04-20,1,5.99
1650421866289-555090910778080223,2022-04-20,1,5.99
1650424533553-6165326308674050922,2022-04-20,1,5.99
1650509365174-2781059901906519078,2022-04-21,1,5.99
1650525562491-6114815788616326883,2022-04-21,1,5.99
1650537023031-4577738203567153842,2022-04-21,1,5.99
1650549502125-322747739876375124,2022-04-21,1,5.99
1650552292016-1161807905492610244,2022-04-21,1,5.99
1650584741793-8290647573085797070,2022-04-21,1,5.99
1650586196923-5466902360552109834,2022-04-22,1,5.99
1650630510681-8894050731470974222,2022-05-01,1,5.99
1650649144719-8152816097778914622,2022-04-23,1,5.99
1650655395272-2282914713489419745,2022-04-24,1,5.99
1650657251008-7690919574434076704,2022-04-22,1,5.99
1650683345600-867144356250196537,2022-04-23,1,5.99
1650695188112-6673258538409193923,2022-04-23,1,5.99
1650761108508-2940378283341497753,2022-04-24,1,5.99
1650768024856-5440032259530493321,2022-04-27,1,5.99
1650814645898-8661848572130148595,2022-04-26,1,5.99
1650834087227-2036298484824866300,2022-04-24,1,5.99
1650840168736-5286241147362358756,2022-04-24,1,5.99
1650861057004-9124983278680065,2022-04-25,1,5.99
1650864795566-7693720049943611443,2022-04-26,1,5.99
1650894136449-7664691450710991647,2022-04-27,1,5.99
1650901685274-5728843220944486695,2022-04-25,1,5.99
1650938530731-2903114134240904645,2022-05-06,1,5.99
1650987693067-2508355002183104025,2022-04-26,1,5.99
